Id,Content
Zuoyequnxing_10_27,"Nếu điều này khiến bạn khó chịu, bạn cứ tự do xé toạc không gian và rời đi. Khuôn mặt này của tôi, tất nhiên, hoàn toàn nằm trong sự thương xót của bạn."
Zuoyequnxing_10_28,Không cần phải làm cùn kiếm của tôi.
Zuoyequnxing_10_29,"Hmph... Biểu cảm của cô ấy y hệt miko trước đó. Tôi đoán rằng, một ngày nào đó, cô ấy cũng sẽ hóa thành tro bụi bởi chính ý nguyện của mình."
Zuoyequnxing_10_30,"Ồ, Eternal Miko... cô ấy chỉ đơn thuần là kiêu ngạo? Hay chỉ là một kẻ hèn nhát?"
Zuoyequnxing_10_31,"Kiến Trúc Sư Vĩ Đại, trong bộ dạng một Left Behind hoạt bát, đã đề cập đến mong muốn của mình với Hiyuki: ""Sẽ không bao giờ có một Miko Hoa Anh Đào Rực Lửa nào khác,"" trước khi gỡ bỏ lớp vỏ bọc.
Trong cuộc đối đầu, Grand Architect tiết lộ rằng Gyokuro đã tiêu hao tất cả các tương lai của cô ấy trên con đường trở thành miko, và rằng chính cô ấy đã từng tiếp xúc với Gyokuro trong quá khứ. Để khám phá sự thật, Hiyuki bước qua một cánh cổng."
Zuoyequnxing_11_1,(Một Honami bình yên... Cớ gì phải bận tâm với thứ ảo ảnh này?)
Zuoyequnxing_12_1,"Haizz, tôi lại đi học muộn rồi..."
Zuoyequnxing_13_1,"Này, liệu tôi có thể nghỉ ngày mai được không? Nếu công việc là nguồn gốc của mọi vấn đề của bạn, thì tại sao phải làm việc chứ?"
Zuoyequnxing_13_2,"Thôi nào. Nếu công việc là vấn đề lớn nhất của bạn, thì có lẽ cuộc sống của bạn đã khá tốt rồi đấy."
Zuoyequnxing_14_1,"(Nếu Ashinohara thực sự có thể bình yên đến mức này, nếu những giấc mơ của họ thực sự thành hiện thực... thì tôi sẽ không bao giờ phải giương kiếm nữa...)"
Zuoyequnxing_15_1,Phim siêu anh hùng thời nay thật nhàm chán. Lẽ ra họ nên cho nổ tung toàn bộ Solaris mới phải! Như vậy mới là một bộ phim đáng xem.
Zuoyequnxing_15_2,"Thật sự, chỉ cần có một ngày bình thường, yên bình như thế này là tất cả những gì chúng ta cần."
Zuoyequnxing_16_1,"Hmm, chắc mình đi rút que bói xem sao. Hy vọng sớm gặp may mắn với các chàng trai."
Zuoyequnxing_17_1,Gyokuro...?
Zuoyequnxing_18_1,"Lady Gyokuro, đoán xem gì nào? Hôm nay không có bài tập toán đâu!"
Zuoyequnxing_18_2,Bố mẹ và chị gái tôi cuối cùng cũng dạy tôi cách làm món pudding đậu đỏ này. Bạn có muốn nếm thử không?
Zuoyequnxing_18_3,"Tôi rất thích! Bạn biết tôi không cưỡng lại được món pudding đậu đỏ mà. Không thể bỏ qua mẻ đặc biệt của bạn được, Kanna bé nhỏ."
Zuoyequnxing_18_4,Tuyệt vời! Tôi đi làm ngay đây—
Zuoyequnxing_18_5,"<ano=Chị gái>Aneue</ano>, tôi đến rồi. Có chuyện gì vậy?"
Zuoyequnxing_18_6,Ôi chao. Một người chị không thể muốn gặp cô gái yêu thích của mình chỉ vì một lý do vu vơ sao?
Zuoyequnxing_18_7,Ý tôi không phải vậy.
Zuoyequnxing_18_8,Hehe. Cái vẻ mặt nghiêm túc đó của bạn. Tôi chỉ muốn trò chuyện thôi. Luôn khiến tôi thư giãn.
Zuoyequnxing_18_9,Sao rồi? Tình hình ở Hoa Anh Đào Rực Lửa thế nào?
Zuoyequnxing_18_10,Vẫn như mọi khi. Rất nhiều người đã đến để cầu nguyện.
Zuoyequnxing_18_11,Chu kỳ hoạt động của Threnodian sắp đến. Cái chết sẽ lại thường xuyên ghé thăm Ashinohara.
Zuoyequnxing_18_12,"Những lời cầu nguyện cho sự an toàn, hòa bình, chiến thắng... chúng dâng lên dày đặc nhất vào những thời khắc như thế này."
Zuoyequnxing_18_13,"Miko của Hoa Anh Đào Rực Lửa là cầu nối giữa nhân gian và thần thánh. Nơi đây là ""lọ ước nguyện"" chứa đựng mọi khát vọng của họ. Chúng ta phải lắng nghe từng lời."
Zuoyequnxing_18_14,"Gần đây, tôi nghe thấy bạn rung chiếc <ano=chuông nghi lễ>Suzu</ano>."
Zuoyequnxing_18_15,"Để thực hiện những ước nguyện ấy, bạn phải thiêu đốt tương lai của mình bằng sức mạnh của Suzu. Tiếp tục... và rồi một ngày, sẽ chẳng còn gì để thiêu đốt nữa."
Zuoyequnxing_18_16,"Bạn đã nên từ chức rồi, <ano=chị gái>Aneue</ano>. Hãy để tôi trở thành Miko của Hoa Anh Đào Rực Lửa. Hãy để tôi thừa hưởng Suzu."
Zuoyequnxing_18_17,"Ồ, tôi hoàn toàn ổn! Tôi còn rất nhiều thứ để dành, bạn biết không?"
Zuoyequnxing_18_18,"Này, Hiyuki bé nhỏ. Cậu nói cho tôi biết đi. Điều gì khiến cậu cứ chăm chú vào chuyện này vậy? Đừng nói là cậu đang bí mật ngưỡng mộ những màn anh hùng của tôi trên chiến trường, và—"
Zuoyequnxing_18_19,Vâng. Tôi muốn trở nên giống như bạn.
Zuoyequnxing_18_20,"Hừ... Mơ đi! Cậu còn quá sớm cả trăm năm để chạm tới điều đó, đồ ngốc nghếch."
Zuoyequnxing_18_21,"Thôi bỏ qua chuyện Suzu đi! Thay vào đó, cậu ở lại và ăn pudding với tôi đi. Tôi biết một tiệm nhỏ rất tuyệt vời."
Zuoyequnxing_18_22,Luôn luyện bắn cung dưới gốc hoa anh đào đó. Thật nhàm chán! Một cô gái bằng tuổi cậu nên ra ngoài tận hưởng cuộc sống một chút chứ!
Zuoyequnxing_18_23,...Lại nữa rồi. Bạn biết tôi chẳng bận tâm đến mấy chuyện đó đâu.
Zuoyequnxing_18_24,Tôi sẽ quay lại.
Zuoyequnxing_18_25,"Bạn chắc chứ? Thôi nào, hãy cân nhắc việc thực hiện điều ước của chị gái bạn."
Zuoyequnxing_18_26,Tôi chỉ đến vì tiếng gọi của bạn. Công việc của tôi buộc phải tạm dừng. Tôi không thể ở lại quá lâu được.
Zuoyequnxing_18_27,Hơn nữa... tôi không thích chè đậu đỏ.
Zuoyequnxing_18_28,Hả?! Tôi cứ quên mất là gu ăn của bạn nhàm chán nhất thế giới. Thật đáng tiếc.
Zuoyequnxing_18_29,"Vậy thì, tôi đành phải tự mình tận hưởng tất cả thôi."
Zuoyequnxing_18_30,Gyokuro chưa bao giờ nhắc đến ước nguyện của chính mình. Cuộc đời cô chỉ là để ban tặng những ước nguyện của người khác.
Zuoyequnxing_18_31,Giá như... tôi đã chọn đi cùng cô ấy.
Zuoyequnxing_18_32,"Một Honami ảo ảnh nằm ở phía bên kia cánh cổng. Hiyuki được hồi tưởng lại những cuộc trò chuyện trong quá khứ giữa Gyokuro và cô. Ngày đó, Hiyuki vốn nhút nhát và e dè, trong khi Gyokuro luôn bao bọc cô bằng nụ cười. Vì quá tập trung vào nghĩa vụ thừa kế vai trò miko của chị gái và khả năng sử dụng ""Suzu"", Hiyuki lúc đó đã từ chối lời đề nghị của Gyokuro muốn cùng chia sẻ chè đậu đỏ và trở về nhà một mình.
Giờ đây, nỗi hối tiếc cứ vương vấn trong trái tim Hiyuki: Giá như cô ấy đã chọn ở lại bên chị gái."
Zuoyequnxing_19_1,(...Mình nên đi nơi đó. Chỉ cần một cái nhìn nữa là đủ rồi…)
Zuoyequnxing_2_1,"Lady Miko, bạn có nghe thấy tôi không?"
Zuoyequnxing_2_2,Vâng. Bạn có thể gọi tôi là Hiyuki.
Zuoyequnxing_2_3,"Đã rõ, Lady Hiyuki."
Zuoyequnxing_2_4,...Mmm.
Zuoyequnxing_2_5,"Hầu hết những người bị bỏ lại ở Thành phố Honami đã được di dời. Nhưng một số ít, những người mang nỗi hối tiếc sâu đậm nhất, vẫn lang thang trong các khu vực nguy hiểm."
Zuoyequnxing_2_6,Những khao khát chưa được thỏa mãn của họ đang tập trung sức mạnh của Lời Than Vãn. Một biến cố chỉ chờ đợi để xảy ra.
Zuoyequnxing_2_7,Sự hiện diện của bạn khiến tôi cảm thấy tình hình ổn hơn nhiều. Chúng tôi không ngờ bạn lại tự mình đảm nhận việc này...
Zuoyequnxing_2_8,Việc bảo vệ Honami là trách nhiệm của Miko Hoa Anh Đào Rực Lửa. Tôi cảm ơn sự ủng hộ của bạn.
Zuoyequnxing_2_9,"Thực ra, tôi có một việc muốn nhờ bạn."
Zuoyequnxing_2_10,"Ồ, là về Gyokuro, cựu miko sao? Chúng ta đã tìm thấy những dấu vết có thể thuộc về cô ấy, nhưng vẫn chưa có gì chúng ta có thể xác nhận."
Zuoyequnxing_2_11,"Chúng tôi đang trong quá trình xác định vị trí của cô ấy. Ngay khi chúng tôi biết bất cứ điều gì, bạn sẽ là người đầu tiên được biết."
Zuoyequnxing_2_12,Tôi mang ơn bạn.
Zuoyequnxing_2_13,"Ồ, không có gì đâu. Nếu không có cậu lúc đó, tôi đã... Dù sao thì, tôi sẽ để khu vực này cho cậu!"
Zuoyequnxing_2_14,Bạn có thể tin vào tôi.
Zuoyequnxing_2_15,…Còn điều gì khác bạn muốn nói không?
Zuoyequnxing_2_16,"...K-Không có gì! Lady Hiyuki, chỉ là... Ugh, cảm ơn cô vì tất cả những gì cô đã làm! Tạm biệt!"
Zuoyequnxing_2_17,"Hiyuki đến Honami và liên lạc với một đặc vụ của Black Shores để được cập nhật về tình hình hiện tại trước khi giải quyết những nỗi ám ảnh sâu sắc của Left Behind. Đặc vụ này đề cập rằng nơi ở chính xác của Gyokuro, cựu miko, vẫn chưa được biết."
Zuoyequnxing_3_1,(Lưỡi kiếm này... Nó sắc bén như lời họ đã hứa.)
Zuoyequnxing_3_2,"(Sau khi mọi việc ở Lahai-Roi ổn thỏa, tôi sẽ mang nó về Ashinohara.)"
Zuoyequnxing_4_1,Bạn... Bạn là...!
Zuoyequnxing_4_2,Có.
Zuoyequnxing_4_3,"Miko của Hoa Anh Đào Rực Lửa, cậu đã trở lại rồi! Tôi biết lũ quái vật đó không có cơ hội nào!"
Zuoyequnxing_4_4,"Mọi người đều nghĩ chúng ta đã hết hy vọng, nhưng tôi đã nói với họ, ""Đừng lo. Lady Miko sẽ đến và cứu chúng ta!"""
Zuoyequnxing_4_5,Tôi xin lỗi. Tôi đã đến quá muộn.
Zuoyequnxing_4_6,"Điều đó chẳng quan trọng! Giờ bạn đã ở đây rồi, phải không?"
Zuoyequnxing_4_7,"Xin hãy nói đi. Hãy nói rằng Miko của Sakura Cháy Bỏng đã trở lại, và những con quái vật kia đã chấm dứt rồi...!"
Zuoyequnxing_4_8,"The Threnodian đã rút lui, nhưng tôi đã không thể... Tôi không thể cứu bạn..."
Zuoyequnxing_4_9,"Nhưng bạn đã đánh bại nó. Một lần nữa. Và một ngày nào đó, bạn sẽ đưa nó rời khỏi Ashinohara mãi mãi!"
Zuoyequnxing_4_10,"Vâng, tôi đã nghe thấy lời ước của bạn. Và tôi hứa, một ngày nào đó..."
Zuoyequnxing_4_11,Thanh trừng những kẻ bị bỏ lại.
Zuoyequnxing_4_12,"Một Left Behind trẻ tuổi, đầy hứng khởi, hồi tưởng về sự ngưỡng mộ và sự phụ thuộc của mình vào sự cứu rỗi của Miko of Flaming Sakura."
Zuoyequnxing_5_1,(Tôi... đã khiến hy vọng của họ tan vỡ.)
Zuoyequnxing_5_2,"(Dù chúng ta có cố gắng đưa nó trở lại bao nhiêu lần, Threnodian vẫn luôn quay về.)"
Zuoyequnxing_5_3,"(Khi nào chúng ta mới thoát khỏi cơn ác mộng này, Ashinohara...?)"
Zuoyequnxing_6_1,"Mọi chuyện này là tại các ngươi! ""Eternal Miko,"" sao? ...Tất cả các ngươi đều vô dụng! Từng người trong số các ngươi!"
Zuoyequnxing_6_2,...
Zuoyequnxing_6_3,Sao cậu dám lộ diện ở Honami thế này...!
Zuoyequnxing_6_4,Họ chết rồi! Mọi người đều chết hết rồi! Hahaha... Tôi đã biết mà. Tôi biết Threnodian không thể bị đánh bại... Lẽ ra tôi nên chạy trốn thật xa...
Zuoyequnxing_6_5,Lady Miko... Lady Miko! Làm ơn! Làm gì đó đi! Bất cứ điều gì cũng được?
Zuoyequnxing_6_6,Tôi...
Zuoyequnxing_6_7,"...Tôi biết bạn không thể giữ vững trận tuyến. Tôi biết nó không thể bị tiêu diệt, nhưng... chúng ta sẽ làm gì từ đây?"
Zuoyequnxing_6_8,Những người mạnh mẽ như bạn sẽ không chết ngay cả khi bạn thất bại. Còn chúng tôi thì sao? Còn những người bình thường thì sao? Chỉ chờ đợi bị xé toạc sao?
Zuoyequnxing_6_9,"Lady Miko... Các anh hùng ơi...! Hãy nói cho tôi biết, chúng ta phải làm gì đây?!"
Zuoyequnxing_6_10,"Nếu bạn cần ai đó để căm ghét, thì cứ để tôi."
Zuoyequnxing_6_11,"Không sao đâu. Hãy trút hết nỗi đau, mọi oán hận của bạn lên tôi. Cầu mong linh hồn bạn được an hưởng một khoảnh khắc bình yên."
Zuoyequnxing_6_12,Thanh trừng những kẻ bị bỏ lại.
Zuoyequnxing_6_13,Một Left Behind bi thương thốt ra những lời buộc tội cay đắng nhắm vào Miko of Flaming Sakura vì đã thất bại trong việc bảo vệ thành phố.
Zuoyequnxing_7_1,(Nếu tôi mạnh hơn... liệu tôi có thể cứu họ không?)
Zuoyequnxing_7_2,(Giá như tôi có thêm sức mạnh...)
Zuoyequnxing_8_1,Lady Miko... Cô có phải là Lady Miko không?
Zuoyequnxing_8_2,Ồ! Chính là bạn! Bạn là miko đã từng nói chuyện với Lady Gyokuro sao!
Zuoyequnxing_8_3,"Cô ấy đã kể cho tôi nghe về bạn. Cô ấy nói bạn là gia đình quý giá nhất của cô ấy, giống như tôi và chị gái tôi! Tên bạn là... ừm, là..."
Zuoyequnxing_8_4,Hiyuki.
Zuoyequnxing_8_5,"Đúng rồi! Hiyuki, chính là nó! Cái tên đẹp quá, y hệt như của Lady Gyokuro vậy!"
Zuoyequnxing_8_6,"Chị gái tôi nói rằng nếu tôi trốn ở đây và cầu nguyện bằng cả trái tim, Lady Miko sẽ đến và cứu chúng ta. Vì vậy... tôi đã chờ đợi."
Zuoyequnxing_8_7,"Em bé, tên em là gì? Tay em lạnh quá. Em đã đợi lâu lắm phải không?"
Zuoyequnxing_8_8,Kanna. Chị gái tôi gọi tôi là Kanna.
Zuoyequnxing_8_9,"Lady Miko... bạn cuối cùng cũng đến rồi, nhưng chị gái tôi... Cô ấy..."
Zuoyequnxing_8_10,Không sao đâu. Tôi đang lắng nghe.
Zuoyequnxing_8_11,"Cô ấy đã bảo bạn đợi ở đây, đúng không? Cô ấy hẳn đã tin tưởng bạn rất nhiều khi giao cho bạn một nhiệm vụ quan trọng đến thế."
Zuoyequnxing_8_12,Một... nhiệm vụ sao?
Zuoyequnxing_8_13,"Phải, một nhiệm vụ. Nếu không nhờ bạn, tôi sẽ không bao giờ tìm thấy nơi này."
Zuoyequnxing_8_14,"Kanna, bạn đã làm rất tốt. Bạn đã hoàn thành nhiệm vụ của mình một cách hoàn hảo."
Zuoyequnxing_8_15,"Lady Miko, cô đến đây để cứu Honami sao? Vậy... Honami đã an toàn rồi sao?"
Zuoyequnxing_8_16,"…Ừm, Honami sẽ ổn thôi."
Zuoyequnxing_8_17,Chị ấy nói bạn mang theo ước nguyện của tất cả mọi người. Rằng bạn là người mạnh nhất! Tôi biết bạn sẽ đến và khắc phục mọi thứ!
Zuoyequnxing_8_18,"À... Lady Miko, bạn có thể giúp tôi tìm em gái của tôi được không?"
Zuoyequnxing_8_19,Tất nhiên rồi. Cả hai chúng ta sẽ sớm được gặp lại các chị em của mình.
Zuoyequnxing_8_20,Thanh trừng những kẻ bị bỏ lại.
Zuoyequnxing_8_21,"Khi chúng ta tìm thấy cô ấy, chúng ta ăn chè đậu đỏ đi! Chúng tôi làm món chè đậu đỏ ngon nhất thế giới! Nếu bạn đến thử, mọi người sẽ muốn ăn hết đấy!"
Zuoyequnxing_8_22,Vậy thì bạn sẽ phải tạo ra một lượng lớn. Bạn có đủ khả năng không?
Zuoyequnxing_8_23,Hứa bằng ngón út nhé! Chúng ta sẽ làm thật nhiều pudding luôn!
Zuoyequnxing_8_24,"Vậy thì, ngay cả khi Threnodian quay lại, chúng ta vẫn sẽ có đồ ăn, và chúng ta sẽ không còn sợ hãi nữa!"
Zuoyequnxing_8_25,Vậy là một lời hứa đấy. Chúng ta sẽ làm thật nhiều pudding luôn.
Zuoyequnxing_8_26,...
Zuoyequnxing_8_27,"Trong lúc thanh tẩy những người bị bỏ lại, Hiyuki gặp một cô bé tên là Kanna, một cô gái mà cô từng quen biết, người đã từng chung đường với cả cô và chị gái cô, Miko Gyokuro. Kanna đã qua đời từ lâu, và giống như Hiyuki, cô bé cũng mất đi một người chị.
Để an ủi cô, Hiyuki hứa sẽ cùng nhau làm món pudding đậu đỏ thơm ngon. Kanna dần tan biến trước mắt cô. Hiyuki lặng lẽ dõi theo, những ký ức quá khứ vẫn còn vương vấn trong sự tĩnh mịch."
Zuoyequnxing_9_1,(Pudding đậu đỏ... Gyokuro luôn có điểm yếu với những món ngọt như thế này.)
Zuoyequnxing_9_2,(Lần này... liệu tôi có tìm ra dấu vết của nàng và thực sự giải thoát cho nàng?)
Zuoyequnxing_21036_1,"Hôm nay là kỷ niệm ngày Threnodian thất bại, nên chúng ta sẽ về sớm. Ăn tối nhé?"
Zuoyequnxing_21036_2,"Tôi cần lấy vài món đồ lưu niệm của Miko of Flaming Sakura. Cộng thêm một cuốn sổ kỷ niệm nữa. Bạn biết đấy, cho đứa nhỏ ở nhà."
Zuoyequnxing_21036_3,"Ôi, làm ơn đi. Cả hai chúng ta đều biết điều này là vì chính bạn mà."
Zuoyequnxing_21037_1,Ugh... đắng quá. Sao bạn có thể uống thứ này được chứ?
Zuoyequnxing_21037_2,Này! Loại trà bạn uống chẳng thấm vào đâu. Đây là những hạt cà phê nhập khẩu đấy!
Zuoyequnxing_21037_3,"Ồ ho, hóa ra cô ấy đã giấu trà ngon từ lâu rồi sao? Cô ấy vừa đặt hai hộp gyokuro loại thượng hạng."
Zuoyequnxing_21037_4,"Này, này, đừng! Tôi đã dành cái đó cho sinh nhật của cô ấy mà..."
Zuoyequnxing_21038_1,"Vậy, cái manga mới đó thế nào rồi? Tôi hơi chán cái mớ nội dung ""chiến đấu Threnodian"" này quá."
Zuoyequnxing_21038_2,"Tôi vẫn thích nó. Ý tôi là, Threnodian không phải là vấn đề đã được giải quyết hoàn toàn ngoài đời thực, đúng không?"
Zuoyequnxing_21038_3,"Tôi biết, tôi biết mà. Chúng ta cứ thảnh thơi thôi, vì mấy đứa mikos đã gánh vác mọi thứ thay chúng ta rồi."
Zuoyequnxing_21038_4,Ừm... có lẽ không nên có quá nhiều cốt truyện như vậy. Mọi người có thể bắt đầu nghĩ rằng nó quá dễ dàng.
Zuoyequnxing_21039_1,Tôi đã tận mắt thấy Lady Miko.
Zuoyequnxing_21040_1,"Chỉ mới hôm qua, tôi đã tận mắt thấy Lady Miko của Hoa Anh Đào Rực Lửa!"
Zuoyequnxing_21040_2,Mái tóc trắng hoàn hảo. Đôi mắt đỏ sắc bén. Và thanh kiếm đó—nhưng nó chỉ là một vỏ kiếm rỗng!
Zuoyequnxing_21040_3,"Người ta kể rằng cô ấy từng bẻ một cành hoa Sakura ven đường, biến nó thành một thanh kiếm thần, và dùng nó đánh lui Threnodian!"
Zuoyequnxing_21040_4,Truyền thuyết này chắc chắn là sự thật! Cô ấy quả thực là người mạnh nhất của Ashinohara!
Zuoyequnxing_21040_5,Nghe cứ như là bộ manga mới...
